Season,Team,League,GP,G,A,TP,PIM,PlusMinus,PlayerID
2014-15,Finland U18 (all),International-Jr,23,2,5,7,42,-3,104435
2014-15,Blues U20,JCWC,5,0,3,3,12,-3,104435
2014-15,Finland U18,Hlinka Memorial,4,0,1,1,14,0,104435
2014-15,Stavanger Oilers,Norway,36,8,13,21,8,14,153652
2014-15,Stavanger Oilers U20,Norway U20,7,6,3,9,2,3,153652
2014-15,Stavanger Oilers U18,Norway U18,0,0,0,0,0,,153652
2014-15,Latvia U18,WJC-18,6,2,4,6,2,3,153652
2014-15,Latvia U18 (all),International-Jr,10,6,7,13,6,,153652
2014-15,Latvia U20,WJC-20 D1A,5,2,0,2,4,2,153652
2014-15,Latvia U20 (all),International-Jr,10,2,5,7,6,,153652
2014-15,Stavanger Oilers,Champions HL,4,0,0,0,0,-2,153652
2014-15,Nipawin Hawks,SJHL,4,0,0,0,4,,199904
2014-15,Medicine Hat Tigers,WHL,12,1,1,2,15,1,199904
2014-15,Regina Pats,WHL,33,1,15,16,21,5,199904
2014-15,Team White,U18-Dev,3,0,1,1,0,,199904
2014-15,Canada U18,Hlinka Memorial,5,0,2,2,2,6,199904
2014-15,Canada West U19,WJAC-19,4,0,0,0,2,,199904
2014-15,Sherbrooke Phoenix,QMJHL,63,14,26,40,77,-16,151536
2014-15,Brandon Wheat Kings,WHL,68,11,41,52,40,36,119271
2014-15,USNTDP Juniors,USHL,25,6,8,14,4,3,234046
2014-15,U.S. National U18 Team,USDP,66,19,25,44,8,,234046
2014-15,USA U18,WJC-18,7,3,2,5,0,3,234046
2014-15,Team Gold,USA-S17,5,3,1,4,-,,234046
2014-15,USA U18,Hlinka Memorial,5,4,1,5,0,-1,234046
2014-15,Cedar Rapids RoughRiders,USHL,50,13,17,30,55,23,203361
2014-15,USA U19,WJAC-19,4,0,0,0,0,,203361
2014-15,Sioux City Musketeers,USHL,56,3,19,22,58,25,248447
2014-15,Team Black,USA-S17,5,1,0,1,-,,248447
2014-15,Sioux City Musketeers,JCWC,6,0,1,1,2,,248447
2014-15,USA U19,WJAC-19,4,0,2,2,2,,248447
2014-15,Team Slovakia U18,Slovakia2,17,6,6,12,47,-4,157407
2014-15,Team Slovakia U20,Slovakia,4,0,0,0,2,-2,157407
2014-15,HC Kosice,Slovakia,15,2,2,4,6,6,157407
2014-15,Slovakia U18,WJC-18,5,1,3,4,2,1,157407
2014-15,Slovakia U18 (all),International-Jr,3,2,0,2,0,1,157407
2014-15,Slovakia U20,WJC-20,7,0,0,0,2,-2,157407
2014-15,Slovakia U18,Hlinka Memorial,4,1,0,1,4,-5,157407
2014-15,Lethbridge Hurricanes,WHL,64,23,28,51,18,-1,131304
2014-15,Team Red,U18-Dev,3,0,0,0,0,,131304
2014-15,South Shore Kings,USPHL Premier,49,4,24,28,42,,278675
2014-15,Team Red,USA-S17,5,0,3,3,-,,278675
2014-15,Oshawa Generals,OHL,66,10,13,23,41,33,205526
2014-15,Oshawa Generals,M-Cup,4,2,1,3,0,2,205526
2014-15,Kimball Union Academy,USHS-Prep,34,5,15,20,-,,304382
2014-15,Boston Jr. Bruins Selects U18,MHSL U18,14,6,5,11,20,,304382
2014-15,Merrimack College,NCAA,34,11,15,26,55,3,204125
2014-15,Muskegon Lumberjacks,USHL,14,2,7,9,4,-3,248334
2014-15,Sioux Falls Stampede,USHL,38,20,29,49,28,4,248334
2014-15,Lokomotiv Yaroslavl,KHL,16,0,1,1,4,3,165015
2014-15,Loko Yaroslavl,MHL,16,1,6,7,16,7,165015
2014-15,HK Ryazan,VHL,11,1,2,3,4,3,165015
2014-15,Russia U20,WJC-20,7,0,0,0,0,-2,165015
2014-15,Russia U20 (all),International-Jr,20,1,2,3,4,,165015
2014-15,Russia,EHT,2,0,0,0,0,1,165015
2014-15,Russia (all),International,4,0,0,0,0,,165015
2014-15,Russian Selects,Jr Super Series,6,0,1,1,4,3,165015
2014-15,Team Wisconsin,USHS-WI,18,3,1,4,16,,245310
2014-15,Wausau West High,USHS-WI,23,7,15,22,28,,245310
2014-15,Green Bay Gamblers,USHL,3,0,0,0,0,-1,245310
2014-15,Team Orange,USA-S17,5,0,0,0,-,,245310
2014-15,Drummondville Voltigeurs,QMJHL,64,3,18,21,64,11,218306
2014-15,Tri-City Storm,USHL,59,35,20,55,66,4,120644
2014-15,Barrie Colts,OHL,64,9,9,18,29,-5,232637
2014-15,Univ. of Wisconsin,NCAA,34,3,10,13,35,-17,62155
2014-15,Barrie Colts,OHL,68,43,61,104,54,24,223199
2014-15,Western Michigan Univ.,NCAA,32,11,10,21,14,6,85240
2014-15,Germany U20,WJC-20,6,2,2,4,2,-6,85240
2014-15,Tri-City Storm,USHL,54,12,28,40,84,-3,266919
2014-15,Cushing Academy,USHS-Prep,33,27,42,69,-,,225022
2014-15,Boston Jr. Bruins Selects U18,MHSL U18,13,15,9,24,4,,225022
2014-15,Team Royal,USA-S17,5,0,1,1,-,,225022
2014-15,Boston Advantage  U18,T1EHL U18,28,8,17,25,34,,203358
2014-15,USNTDP Juniors,USHL,20,3,1,4,68,5,206621
2014-15,U.S. National U18 Team,USDP,54,5,6,11,96,,206621
2014-15,USA U18,WJC-18,7,1,1,2,6,7,206621
2014-15,Lawrenceville School,USHS-Prep,26,3,7,10,-,,291003
2014-15,Beijing Ice Hockey,China,-,-,-,-,-,,291003
2014-15,China U18,WJC-18 D2B,5,0,2,2,16,-1,291003
2014-15,Regina Pats,WHL,64,11,30,41,95,45,85035
2014-15,HC Trinec U18,Czech U18,0,0,0,0,0,,213164
2014-15,HC Trinec U20,Czech U20,24,10,17,27,6,0,213164
2014-15,HC Trinec,Czech,27,0,2,2,4,-3,213164
2014-15,Czech Republic U18,WJC-18,5,0,0,0,0,0,213164
2014-15,Czech Republic U18 (all),International-Jr,20,10,7,17,2,-1,213164
2014-15,Czech Republic U20 (all),International-Jr,2,0,0,0,0,0,213164
2014-15,HC Trinec,Champions HL,4,0,1,1,0,1,213164
2014-15,Czech Republic U18,Hlinka Memorial,5,4,3,7,0,0,213164
2014-15,Harvard Univ.,NCAA,37,12,15,27,16,12,118545
2014-15,Plymouth Whalers,OHL,21,2,3,5,22,-4,234450
2014-15,Owen Sound Attack,OHL,32,0,4,4,36,-2,234450
2014-15,Rimouski Océanic,QMJHL,68,10,28,38,69,27,213536
2014-15,Rimouski Océanic,M-Cup,4,0,1,1,6,-4,213536
2014-15,USNTDP Juniors,USHL,25,0,7,7,16,16,245150
2014-15,U.S. National U18 Team,USDP,66,1,14,15,42,,245150
2014-15,USA U18,WJC-18,7,0,0,0,2,4,245150
2014-15,Team Royal,USA-S17,4,0,0,0,-,,245150
2014-15,Baie-Comeau Drakkar,QMJHL,36,10,9,19,89,4,151711
2014-15,Saint John Sea Dogs,QMJHL,23,3,6,9,48,-2,151711
2014-15,HPK U20,Jr. A SM-liiga,6,0,4,4,2,4,90023
2014-15,HPK,Liiga,32,5,5,10,8,-5,90023
2014-15,Finland U20 (all),International-Jr,7,0,2,2,10,6,90023
2014-15,Minnesota Wilderness,NAHL,55,12,31,43,63,38,135399
2014-15,Sarnia Sting,OHL,55,24,29,53,18,4,183258
2014-15,Peterborough Petes,OHL,59,16,21,37,15,-1,204707
2014-15,Victoria Royals,WHL,72,5,16,21,53,12,199398
2014-15,Team White,U18-Dev,3,0,0,0,2,,199398
2014-15,Kärpät U20,Jr. A SM-liiga,7,2,6,8,0,5,47273
2014-15,Kärpät,Liiga,35,0,2,2,4,7,47273
2014-15,Hokki,Mestis,2,0,2,2,2,3,47273
2014-15,Kärpät,Champions HL,6,0,1,1,0,2,47273
2014-15,Langley Rivermen,BCHL,50,20,26,46,57,,199950
2014-15,Canada West U19,WJAC-19,4,0,2,2,2,,199950
2014-15,Rögle BK J18,J18 Elit,11,10,4,14,8,4,212720
2014-15,Rögle BK J18,J18 Allsvenskan,7,4,7,11,0,1,212720
2014-15,Rögle BK J20,SuperElit,41,6,6,12,10,6,212720
2014-15,Sweden U18,WJC-18,5,1,0,1,0,-2,212720
2014-15,Sweden U18 (all),International-Jr,11,2,0,2,2,-1,212720
2014-15,Kimball Union Academy,USHS-Prep,33,19,20,39,-,,277759
2014-15,Boston Jr. Bruins U18,USPHL 18U,11,5,7,12,20,,277759
2014-15,Michigan Tech,NCAA,36,0,9,9,22,21,191271
2014-15,Mahtomedi High,USHS-MN,23,22,25,47,16,,248382
2014-15,Team Northeast,USHS-MN,17,9,4,13,10,,248382
2014-15,Sioux Falls Stampede,USHL,2,0,1,1,0,-1,248382
2014-15,Mahtomedi High,MN State,3,5,1,6,4,,248382
2014-15,North Bay Battalion,OHL,52,0,3,3,32,-2,245105
2014-15,Des Moines Buccaneers,USHL,42,6,10,16,80,1,248436
2014-15,JYP-Akatemia,Mestis,39,3,22,25,24,8,92502
2014-15,JYP,Liiga,12,0,1,1,6,1,92502
2014-15,Finland U20,WJC-20,5,0,0,0,0,2,92502
2014-15,Finland U20 (all),International-Jr,24,3,5,8,6,7,92502
2014-15,JYP,Champions HL,1,0,0,0,0,1,92502
2014-15,Saint John Sea Dogs,QMJHL,60,24,20,44,57,0,234343
2014-15,Sault Ste. Marie Greyhounds,OHL,67,5,39,44,14,33,142252
2014-15,Linköping HC J20,SuperElit,38,15,19,34,32,25,111641
2014-15,Linköping HC,SHL,15,0,1,1,2,0,111641
2014-15,Sweden U19 (all),International-Jr,4,0,1,1,2,1,111641
2014-15,Linköping HC,Champions HL,4,0,0,0,0,0,111641
2014-15,Prince Albert Raiders,WHL,72,16,15,31,44,-9,131328
2014-15,Team White,U18-Dev,3,0,0,0,0,,131328
2014-15,Team Southeast,USHS-MN,21,3,6,9,48,,300900
2014-15,Lakeville North High,USHS-MN,25,5,20,25,36,,300900
2014-15,Lakeville North High,MN State,3,1,1,2,2,,300900
2014-15,Ottawa 67's,OHL,63,19,28,47,49,3,169051
2014-15,Ak Bars Kazan,KHL,33,1,1,2,2,3,163859
2014-15,Bars Kazan,VHL,3,0,1,1,4,1,163859
2014-15,Russia U20,WJC-20,7,1,2,3,20,7,163859
2014-15,Russia U20 (all),International-Jr,16,1,2,3,22,,163859
2014-15,Russian Selects,Jr Super Series,5,0,0,0,0,0,163859
2014-15,Prince George Cougars,WHL,68,5,19,24,69,-13,199682
2014-15,Frölunda HC J18,J18 Elit,5,3,2,5,0,5,212530
2014-15,Frölunda HC J18,J18 Allsvenskan,9,11,3,14,6,12,212530
2014-15,Frölunda HC J20,SuperElit,28,20,15,35,2,11,212530
2014-15,Frölunda HC,SHL,2,0,0,0,0,0,212530
2014-15,Sweden U18,WJC-18,5,0,1,1,0,1,212530
2014-15,Sweden U18 (all),International-Jr,16,1,3,4,0,1,212530
2014-15,Sweden U18,Hlinka Memorial,5,0,2,2,0,0,212530
2015-16,ZSC Lions,NLA,36,24,22,46,6,16,199898
2015-16,USA U20,WJC-20,7,7,4,11,2,6,199898
2015-16,USA,WC,10,6,3,9,2,0,199898
2015-16,ZSC Lions,Champions HL,2,0,1,1,0,-1,199898
2015-16,ZSC Lions,Swiss Cup,4,4,3,7,0,,199898
2015-16,Tappara,Liiga,46,17,16,33,6,6,221667
2015-16,Finland U20,WJC-20,7,7,6,13,6,8,221667
2015-16,Finland U20 (all),International-Jr,15,13,8,21,10,10,221667
2015-16,Finland,EHT,2,0,0,0,2,-1,221667
2015-16,Finland,WC,10,7,5,12,4,4,221667
2015-16,Finland (all),International,12,7,5,12,6,3,221667
2015-16,Tappara,Champions HL,8,2,2,4,4,2,221667
2015-16,Cape Breton Screaming Eagles,QMJHL,62,42,57,99,112,40,252480
2015-16,Team White,U18-Dev,3,2,0,2,2,,252480
2015-16,Canada U18,Hlinka Memorial,4,0,3,3,0,1,252480
2015-16,QMJHL All-Stars,Jr Super Series,2,0,0,0,2,0,252480
2015-16,Kärpät,Liiga,50,13,15,28,22,5,152117
2015-16,Finland U18,WJC-18,4,5,2,7,2,2,152117
2015-16,Finland U20,WJC-20,7,5,12,17,0,8,152117
2015-16,Finland U20 (all),International-Jr,16,9,15,24,10,6,152117
2015-16,Kärpät,Champions HL,13,0,2,2,6,6,152117
2015-16,London Knights,OHL,57,9,33,42,16,38,196391
2015-16,Finland U20,WJC-20,7,0,9,9,4,6,196391
2015-16,Finland U20 (all),International-Jr,9,0,9,9,8,2,196391
2015-16,London Knights,M-Cup,4,0,7,7,4,6,196391
2015-16,London Knights,OHL,57,30,77,107,80,45,233030
2015-16,USA U20,WJC-20,7,4,7,11,6,7,233030
2015-16,London Knights,M-Cup,4,5,3,8,4,8,233030
2015-16,USNTDP Juniors,USHL,23,13,24,37,14,16,226432
2015-16,U.S. National U18 Team,USDP,62,37,70,107,40,,226432
2015-16,USA U18,WJC-18,7,4,10,14,2,11,226432
2015-16,Mississauga Steelheads,OHL,57,28,47,75,18,8,212641
2015-16,Sweden U18,WJC-18,7,3,8,11,0,5,212641
2015-16,Sweden U18 (all),International-Jr,12,5,12,17,6,7,212641
2015-16,Sweden U20,WJC-20,7,4,5,9,0,5,212641
2015-16,Sweden U20 (all),International-Jr,10,6,7,13,2,7,212641
2015-16,Sweden U18,Hlinka Memorial,5,2,4,6,6,2,212641
2015-16,Windsor Spitfires,OHL,67,17,40,57,56,15,312213
2015-16,Russia U18,WJC-18,5,0,0,0,8,0,312213
2015-16,Penticton Vees,BCHL,48,42,62,104,43,0,148111
2015-16,Canada U18,WJC-18,7,6,9,15,2,7,148111
2015-16,Team White,U18-Dev,3,1,1,2,2,,148111
2015-16,Canada U18,Hlinka Memorial,4,3,0,3,0,1,148111
2015-16,Canada West U19,WJAC-19,4,3,6,9,2,,148111
2015-16,Windsor Spitfires,OHL,59,21,53,74,40,24,248391
2015-16,U.S. National U18 Team,USDP,9,4,9,13,6,,248391
2015-16,USA U18,WJC-18,7,3,9,12,2,6,248391
2015-16,Team Red,U18-Dev,3,0,0,0,2,,248391
2015-16,Mississauga Steelheads,OHL,57,21,40,61,71,10,240821
2015-16,Canada U18,WJC-18,7,2,2,4,2,3,240821
2015-16,Team White,U18-Dev,3,1,5,6,8,3,240821
2015-16,Canada U18,Hlinka Memorial,4,1,1,2,2,4,240821
2015-16,OHL All-Stars,Jr Super Series,1,0,0,0,0,0,240821
2015-16,Calgary Hitmen,WHL,68,24,40,64,28,8,199660
2015-16,Team White,U18-Dev,3,1,2,3,2,,199660
2015-16,Canada U18,Hlinka Memorial,4,0,1,1,4,2,199660
2015-16,WHL All-Stars,Jr Super Series,2,0,1,1,0,0,199660
2015-16,Boston Univ.,NCAA,37,3,22,25,56,10,245142
2015-16,USA U20,WJC-20,7,0,0,0,0,5,245142
2015-16,Univ. of Wisconsin,NCAA,34,19,13,32,34,-9,245278
2015-16,Sarnia Sting,OHL,62,11,38,49,51,23,243386
2015-16,Canada U18,WJC-18,7,1,3,4,8,5,243386
2015-16,OHL All-Stars,Jr Super Series,1,0,0,0,0,0,243386
2015-16,Penticton Vees,BCHL,45,14,53,67,30,0,247041
2015-16,Canada U18,WJC-18,7,0,8,8,16,5,247041
2015-16,Team Red,U18-Dev,3,1,1,2,0,,247041
2015-16,Canada U18,Hlinka Memorial,4,0,0,0,0,2,247041
2015-16,Canada West U19,WJAC-19,4,0,3,3,4,,247041
2015-16,Windsor Spitfires,OHL,64,5,12,17,103,7,240108
2015-16,Canada U18,WJC-18,7,0,1,1,12,-1,240108
2015-16,USNTDP Juniors,USHL,23,16,16,32,41,17,247945
2015-16,U.S. National U18 Team,USDP,62,50,31,81,101,,247945
2015-16,USA U18,WJC-18,7,5,3,8,8,6,247945
2015-16,Chilliwack Chiefs,BCHL,50,12,28,40,16,2,247137
2015-16,Canada West U19,WJAC-19,4,0,2,2,0,,247137
2015-16,Val-d'Or Foreurs,QMJHL,54,41,16,57,24,24,213464
2015-16,Canada U20,WJC-20,5,0,2,2,0,0,213464
2015-16,QMJHL All-Stars,Jr Super Series,2,0,1,1,0,2,213464
2015-16,Team Russia U18,MHL,28,12,14,26,10,12,312227
2015-16,Russia U18,Hlinka Memorial,5,1,3,4,16,-1,312227
2015-16,Russia U19,WJAC-19,4,2,4,6,0,,312227
2015-16,HIFK U20,Jr. A SM-liiga,40,29,26,55,20,23,118332
2015-16,Finland U19 (all),International-Jr,3,1,2,3,0,1,118332
2015-16,London Knights,OHL,63,28,24,52,106,30,233448
2015-16,London Knights,M-Cup,4,2,2,4,8,3,233448
2015-16,Blaine High,USHS-MN,25,47,31,78,53,,291903
2015-16,Fargo Force,USHL,27,10,4,14,30,-5,291903
2015-16,Team Red,USA-S17,5,0,7,7,4,,291903
2015-16,USA U18,Hlinka Memorial,4,0,0,0,2,-1,291903
2015-16,Univ. of Connecticut,NCAA,36,14,18,32,12,-14,301349
2015-16,Moose Jaw Warriors,WHL,68,24,40,64,61,-7,232712
2015-16,Canada U18,WJC-18,6,5,3,8,8,2,232712
2015-16,Team Red,U18-Dev,3,1,2,3,2,,232712
2015-16,Canada U18,Hlinka Memorial,4,0,1,1,4,0,232712
2015-16,Kelowna Rockets,WHL,69,10,39,49,20,11,199937
2015-16,USNTDP Juniors,USHL,23,4,10,14,23,5,272221
2015-16,U.S. National U18 Team,USDP,61,20,20,40,73,,272221
2015-16,USA U18,WJC-18,7,4,3,7,4,6,272221
2015-16,Regina Pats,WHL,72,23,47,70,24,-8,154496
2015-16,Team White,U18-Dev,3,1,0,1,2,,154496
2015-16,Canada U18,Hlinka Memorial,4,1,2,3,2,1,154496
2015-16,Lokomotiv Yaroslavl,KHL,41,6,6,12,23,1,176637
2015-16,Loko Yaroslavl,MHL,4,2,4,6,6,3,176637
2015-16,Russia U20,WJC-20,7,2,6,8,16,4,176637
2015-16,Russia (all),International,1,0,0,0,0,0,176637
2015-16,Vancouver Giants,WHL,30,9,19,28,46,0,154220
2015-16,Team White,U18-Dev,3,0,1,1,0,,154220
2015-16,Canada U18,Hlinka Memorial,4,1,4,5,0,4,154220
2015-16,Färjestad BK,SHL,46,4,8,12,16,10,139616
2015-16,Sweden U20,WJC-20,7,3,2,5,6,3,139616
2015-16,Sweden U20 (all),International-Jr,16,5,4,9,6,6,139616
2015-16,Färjestad BK,Champions HL,6,0,1,1,4,0,139616
2015-16,Green Bay Gamblers,USHL,56,4,26,30,30,7,291905
2015-16,Team Forest,USA-S17,5,1,3,4,0,,291905
2015-16,USA U18,Hlinka Memorial,4,0,1,1,4,0,291905
2015-16,USA U19,WJAC-19,5,1,1,2,2,,291905
2015-16,Sarnia Sting,OHL,65,17,34,51,14,13,269034
2015-16,Canada U18,WJC-18,7,5,3,8,0,5,269034
2015-16,Team Red,U18-Dev,3,1,0,1,0,,269034
2015-16,Canada U18,Hlinka Memorial,4,1,1,2,4,-1,269034
2015-16,OHL All-Stars,Jr Super Series,1,1,0,1,0,1,269034
2015-16,Victoriaville Tigres,QMJHL,56,23,45,68,64,-3,252492
2015-16,Canada U18,WJC-18,7,2,2,4,4,-2,252492
2015-16,Team White,U18-Dev,3,0,1,1,0,,252492
2015-16,Saskatoon Blades,WHL,69,3,23,26,76,-19,195023
2015-16,Czech Republic U18,WJC-18,5,0,2,2,6,-2,195023
2015-16,Czech Republic U18 (all),International-Jr,10,0,3,3,12,-4,195023
2015-16,Czech Republic U18,Hlinka Memorial,4,0,1,1,4,-3,195023
2015-16,Kitchener Rangers,OHL,65,35,46,81,16,19,240112
2015-16,Team Red,U18-Dev,3,0,3,3,0,,240112
2015-16,Erie Otters,OHL,60,51,50,101,28,18,231275
2015-16,USA U20,WJC-20,5,1,0,1,25,1,231275
2015-16,Youngstown Phantoms,USHL,60,34,32,66,42,38,268696
2015-16,Canada U18,WJC-18,7,1,3,4,0,5,268696
2015-16,Team Red,U18-Dev,3,1,1,2,2,,268696
2015-16,Mississauga Steelheads,OHL,64,19,40,59,50,-3,245157
2015-16,OHL All-Stars,Jr Super Series,1,0,0,0,0,0,245157
2015-16,Timrå IK J20,SuperElit,3,2,1,3,0,-2,212368
2015-16,Timrå IK,Allsvenskan,51,15,14,29,8,0,212368
2015-16,Sweden U19 (all),International-Jr,4,1,2,3,2,3,212368
2015-16,Kärpät U18,Jr. B SM-sarja,0,0,0,0,0,,209426
2015-16,Kärpät U20,Jr. A SM-liiga,47,22,31,53,53,18,209426
2015-16,Kärpät,Liiga,1,2,0,2,0,1,209426
2015-16,Hokki,Mestis,1,1,1,2,2,2,209426
2015-16,Finland U18,WJC-18,7,3,4,7,4,2,209426
2015-16,Finland U18,Hlinka Memorial,5,0,6,6,4,4,209426
2015-16,Sault Ste. Marie Greyhounds,OHL,63,24,27,51,61,7,269859
2015-16,Canada U18,WJC-18,5,1,1,2,8,0,269859
2015-16,USNTDP Juniors,USHL,18,2,11,13,19,-2,229559
2015-16,U.S. National U18 Team,USDP,53,3,26,29,78,,229559
2015-16,USA U18,WJC-18,7,0,3,3,33,4,229559
2015-16,USA U20,WJC-20,7,0,0,0,2,-1,229559
2015-16,Guelph Storm,OHL,65,23,19,42,146,-27,252472
2015-16,Shawinigan Cataractes,QMJHL,67,10,64,74,10,24,251476
2015-16,Team Red,U18-Dev,3,0,2,2,0,,251476
2015-16,Canada U18,Hlinka Memorial,4,1,0,1,0,4,251476
2015-16,QMJHL All-Stars,Jr Super Series,2,0,3,3,0,0,251476
2015-16,USNTDP Juniors,USHL,25,4,8,12,16,4,226442
2015-16,U.S. National U18 Team,USDP,61,6,19,25,60,,226442
2015-16,USA U18,WJC-18,7,2,3,5,4,5,226442
2015-16,Team Russia U18,MHL,39,12,19,31,12,28,312217
2015-16,Russia U18,Hlinka Memorial,5,2,4,6,0,2,312217
2015-16,Russia U19,WJAC-19,4,1,5,6,0,,312217
2015-16,Brandon Wheat Kings,WHL,71,6,37,43,54,25,108472
2015-16,Team White,U18-Dev,3,0,2,2,0,,108472
2015-16,Brandon Wheat Kings,M-Cup,3,0,0,0,2,-4,108472
2015-16,Canada U18,Hlinka Memorial,4,1,0,1,2,2,108472
2015-16,WHL All-Stars,Jr Super Series,2,1,0,1,0,-1,108472
2015-16,Tri-City Storm,USHL,56,25,22,47,46,16,199949
2015-16,HC Hradec Kralove U20,Czech U20,13,4,12,16,12,-2,191286
2015-16,HK Hradec Kralove,Czech,40,0,4,4,22,3,191286
2015-16,HC Litomerice,Czech2,12,2,2,4,18,0,191286
2015-16,Czech Republic U19 (all),International-Jr,8,3,0,3,6,-2,191286
2015-16,Czech Republic U20,WJC-20,5,0,2,2,4,3,191286
2015-16,Czech Republic U20 (all),International-Jr,13,2,4,6,10,,191286
2015-16,Kelowna Rockets,WHL,65,26,40,66,50,8,157256
2015-16,Team White,U18-Dev,3,1,0,1,2,,157256
2015-16,Canada U18,Hlinka Memorial,4,1,2,3,2,2,157256
2015-16,MODO Hockey J20,SuperElit,1,0,0,0,0,-1,113516
2015-16,MODO Hockey,SHL,49,7,9,16,53,-2,113516
2015-16,Sweden U20,WJC-20,7,1,0,1,6,1,113516
2015-16,Sweden U20 (all),International-Jr,20,4,4,8,16,2,113516
2015-16,Erie Otters,OHL,67,24,49,73,18,19,245610
2015-16,OHL All-Stars,Jr Super Series,1,0,0,0,2,0,245610
2015-16,Univ. of Denver,NCAA,41,17,30,47,19,14,192301
2015-16,Blues U20,Jr. A SM-liiga,45,28,38,66,32,5,122146
2015-16,Finland U20,WJC-20,7,1,1,2,2,2,122146
2015-16,Finland U20 (all),International-Jr,15,3,1,4,4,6,122146
2015-16,Saginaw Spirit,OHL,65,1,26,27,28,-23,175894
2015-16,Finland U18,WJC-18,7,0,1,1,6,1,175894
2015-16,Finland U18,Hlinka Memorial,5,0,2,2,6,3,175894
2015-16,USNTDP Juniors,USHL,20,3,3,6,27,-2,272186
2015-16,U.S. National U18 Team,USDP,59,13,20,33,35,,272186
2015-16,USA U18,WJC-18,7,1,6,7,0,8,272186
2015-16,Gatineau Olympiques,QMJHL,63,38,55,93,36,36,295715
2015-16,USNTDP Juniors,USHL,25,5,17,22,2,12,248380
2015-16,U.S. National U18 Team,USDP,64,9,50,59,12,,248380
2015-16,USA U18,WJC-18,7,1,8,9,0,15,248380
2015-16,Cedar Rapids RoughRiders,USHL,56,19,17,36,99,5,286690
2015-16,North Bay Battalion,OHL,68,13,46,59,18,18,268444
2015-16,Team White,USA-S17,5,1,1,2,0,,268444
2015-16,USA U18,Hlinka Memorial,4,0,2,2,2,3,268444
2015-16,London Knights,OHL,63,12,19,31,24,12,245616
2015-16,London Knights,M-Cup,4,1,2,3,0,1,245616
2015-16,Flint Firebirds,OHL,67,30,35,65,32,-29,245965
2015-16,Canada U18,WJC-18,7,3,5,8,2,5,245965
2015-16,Team White,U18-Dev,3,2,1,3,0,,245965
2015-16,Canada U18,Hlinka Memorial,4,1,1,2,0,2,245965
2015-16,OHL All-Stars,Jr Super Series,1,0,0,0,0,0,245965
2015-16,Prince George Cougars,WHL,39,1,5,6,86,-4,247061
2015-16,Team White,U18-Dev,3,0,0,0,0,,247061
2015-16,USNTDP Juniors,USHL,25,2,8,10,8,12,226438
2015-16,U.S. National U18 Team,USDP,64,5,23,28,62,,226438
2015-16,USA U18,WJC-18,7,1,6,7,4,16,226438
2015-16,USNTDP Juniors,USHL,25,10,10,20,14,14,247964
2015-16,U.S. National U18 Team,USDP,64,27,30,57,20,,247964
2015-16,USA U18,WJC-18,7,7,2,9,2,12,247964
2015-16,Spokane Chiefs,WHL,56,19,25,44,46,9,107909
2015-16,Muskegon Lumberjacks,USHL,56,46,43,89,74,6,199968
2015-16,USA U19,WJAC-19,5,2,2,4,2,,199968
2015-16,Elmira Sugar Kings,GOJHL,3,1,0,1,6,,254039
2015-16,Kitchener Rangers,OHL,39,2,7,9,49,7,254039
2015-16,Canada U18,WJC-18,6,1,1,2,4,2,254039
2015-16,Chicoutimi Saguenéens,QMJHL,64,14,45,59,34,-7,213473
2015-16,Saint John Sea Dogs,QMJHL,61,10,25,35,29,18,195389
2015-16,Team White,U18-Dev,3,0,0,0,4,,195389
2015-16,Shawinigan Cataractes,QMJHL,67,24,37,61,41,9,213725
2015-16,Mississauga Steelheads,OHL,57,6,16,22,27,-13,228106
2015-16,Team Red,U18-Dev,3,0,0,0,2,,228106
2015-16,Calgary Hitmen,WHL,67,20,25,45,42,21,107898
2015-16,Georgetown Raiders,OJHL,46,9,24,33,42,,245621
2015-16,Canada East U19,WJAC-19,5,0,0,0,4,,245621
2015-16,Red Deer Rebels,WHL,2,0,1,1,0,1,166669
2015-16,Team White,U18-Dev,3,0,0,0,0,,166669
2015-16,Red Deer Rebels,M-Cup,4,0,0,0,2,-1,166669
2015-16,Canada U18,Hlinka Memorial,4,1,0,1,2,2,166669
2015-16,Boston College,NCAA,39,4,23,27,46,27,177660
2015-16,Kamloops Blazers,WHL,71,15,32,47,24,1,49041
2015-16,Luleå HF J18,J18 Elit,3,2,6,8,4,13,240064
2015-16,Luleå HF J20,SuperElit,42,5,16,21,22,-5,240064
2015-16,Luleå HF,SHL,10,0,0,0,0,0,240064
2015-16,Sweden U18 (all),International-Jr,8,0,3,3,0,3,240064
2015-16,Sweden U18,Hlinka Memorial,4,0,0,0,0,-1,240064
2015-16,AIK J18,J18 Elit,8,7,12,19,6,3,220059
2015-16,AIK J18,J18 Allsvenskan,1,4,0,4,0,2,220059
2015-16,AIK J20,SuperElit,44,13,20,33,16,4,220059
2015-16,AIK,Allsvenskan,2,0,0,0,2,-1,220059
2015-16,Skellefteå AIK J20,SuperElit,43,19,22,41,6,8,113834
2015-16,Skellefteå AIK,SHL,5,0,0,0,0,1,113834
2015-16,Sweden U19 (all),International-Jr,4,0,3,3,0,1,113834
2015-16,Regina Pats,WHL,72,38,82,120,30,41,120202
2015-16,Sault Ste. Marie Greyhounds,OHL,67,20,23,43,12,-5,233512
2015-16,Team Orange,USA-S17,5,3,1,4,0,,233512
